Review Text,Sentiment
Crowd was pretty ok on a Friday noon and the food is good as per usual (prices are still on a high side but worth the once in a while treat).,neutral
"An old school classic steakhouse. The power set lunch is quite worth it. Spinning bowl salad was average but showy, it doesn't have enough egg to complete it. Their signature prime rib steak was kinda different style from the usual steak. It was soft and tender with medium doneness. The accompanying sauce compliment it perfectly. Cream spinach will is good too. Service was excellent as usual.",pos
Always tasty!,pos
I really love the vibe and the atmosphere. Very calm and Jazz is very accommodating. Definitely will come back.,pos
Can keep more staffs to attend such huge crowds especially during the weekends,pos
"The service were fantastic from everyone, right from when we entered the restaurant. We were greeted, taken care of at our tables as the servers checked in on the food we had. The portion of food was enormous and it is great that we could share the meat, so that we can try other food they have on the menu. Overall, a great visit and we enjoyed the night at Lawry's!",pos
"Utterly a rip off and not worth the trip because of high prices, low quality food and mediocre service.",neg
"Food was all incredible, and the prices were reasonable too!",pos
"Went there to celebrate my wife’s birthday. Service overall is excellent. Can feel that they are well trained to handle all these customers expectations. The waiters waitresses the chefs the front counter manager all very cordial and friendly. Food wise is excellent. Portion is huge. Quality is superb. We had food coma after that haha.

It’s an excellent place for special occasions!",pos
very accomadating staff. and good service,pos
It was bland and tasteless food came cold…,neg
Repeat order … good portion n nice food !  Will order again!,pos
The worst chicken I’ve had ever. It was dry devoid of any sauce,neg
"I've dined at iO Italian Osteria about 4 or 5 times and really love the food there! Though it's a bit loud to catch up with friends over a meal, you can tell why there's a crowd - the food is so good!",pos
"The most affordable and nice restaurant around bukit timah area the dessert is nice as well ,I love the trimisu and the pizza so much.",pos
"Quite dim lights, only ordered a bolognese spaghetti and it was nicer than chain restaurant spaghetti. Can’t say it’s the best but 7.5/10 for taste and portion.",neutral
"The food taste blend, not enough flavor. ",neutral
"A ""large"" is only just about big enough for two people. Overall was a bittoo salty. Delivered quickly.",pos
More sources than veges. Poor service and mind,neg
"Great family dinner, , very good roast",pos
It was a nice experience as always.,neutral
"Had lunch there on a weekday. Pasta was yummy delicious. Service staff were attentive; could be more cheerful and less transactional. Layout of restaurant and ambience were good. Overall, was a nice experiencre. Consider fixing base of tables 'rocking' on uneven ground.",pos
The beef ribeye is good. Worth a try.,pos
They serve the best scones but it is only available after 2pm. It will be good if their scones can be made to serve earlier. Thanks.,pos
We have a pleasant time at this wonderful Italian restaurant!,pos
Nice dinning experience,pos
The dessert was excellent,pos
Decent eating place in the heartland. Service staff lack the hospitable attitude that makes customers feel welcomed though.,neutral
"To be honest, the only possible reason I would return to this place is for the exemplary service of the staff - mainly Chin, Joon + Keith, and special mention to Salma for affording warmth, patience and professionalism.

Sadly, the food left much to be desired as my only highlight was the well-conceived prawn bisque sauce. The scallops weren’t seared enough unfortunately. 

And as for the Kimchi steak fried rice, there wasn’t enough Kimchi intensity; steak was sinewy and lacked tenderness while the portion of fried rice was underwhelming.

What was sadder was the fact that the complimentary Cranberry Lychee cupcake felt lackadaisical for its artificial-tasting buttercream and not-dense-enough cupcake crumb.

May consider returning only for the highly-raved brunch but again, I will ponder on that decision.",neg
Awesome kale salad - didn’t know that kale salad can taste this good. Fish used for fish & chips is very fresh. High quality chocolate ice cream for desserts.,pos
There was no problem with the food but the order took 35 to 40 minsmore than the scheduled time. Deliveroo said they hold noresponsibility because the order was directly delivered by r,neg
Great service and prompt service.,pos
"Food serve was delicious, except some parts of the pork chop was undercooked. Nonetheless, experience was worth it, price was affordable and great atmosphere!",pos
"For my signature pork ribs, if the ribs can be more tender abitmore.that's will be more delicious.",pos
"Excellent food, especially the English cut steak & yokshire pudding! It’s value for money too ;)",pos
The ambience was nice. The food was great too. A little crowded during dinner crowd.,pos
Always a pleasure to dine here. The food is delicious and the staff are friendly and helpful. Will be back again!,pos
Na,pos
"Authentic Italian food 
Nice ambiance 
Polite and attentive service staffs
Good range of food
Nice presentation",pos
"Service and food is superb, will definitely go back again",pos
"I had the weekday power lunch at the restaurant today

I was welcomed at the reception , however the service staff whom showed me to my table was impatient to my questions when I was asking about card promotions and she divert me to my server when I have more questions , her attitude I find quite arrogant and unpleasant

I have been to top hotels like sun moon lake hotel Taiwan before ,  they will kneel beside you to take your details so you don’t need to look up

I don’t feel much service except for one of Staff

There is a uncle whom keep coming to top up our drinks with a smile

The ice spin salad is tasteless and disappointing, it’s cold fork and cold bowl but the greens are not fresh, they are yellowish, so what’s the point of all the ice ?

The main is pretty good I must say , the fat of the usda beef resembles a stewed beef but with great fats that competes with the otoro or tuna belly , great Unami

The side dishes are pretty good and creamy

The dessert your waitress never tell me what is it when served , I think it’s a lychee cake with strawberry purée was dry and very normal

Just eat beef here the rest very very average
I feel organic greens and a good dessert should be the least for $69 ++",neg
Food was superb & service was excellent!!! Restaurant was crowded but waiting time for the food was ok.,pos
Great and efficient place. The foods were delicious and I enjoyed them. The waitresses were very friendly and helpful.,pos
Amazing food as always and service was quick even though the restaurant is crowded,pos
"I think the food is alright, albeit expensive for what it is. Menu selection is so-so.",pos
Excellent service and stunning panoranic view!,pos
The four cheese and chicken supreme were excellent 5 stars howeverthe buffalo chicken and paneer tikka variants were below average andfunky tasting with an enhanced sour taste which when com,neutral
Nice!,pos
"i did not get to order a meal there, i am there for the painting. The staff are very kind and helpful, they will intro what they have and the things that we can use so there's no need to worry for the first timer. The only thing is abit squeezy as i got paint on my shirt, i hope if the paint is easy to get off after i washed.",neutral
Not likely to go back despite convenient location. Underwhelmed. Overpriced.,neg
Main course was a very generous portion. Glad it came with lots ofsalad instead of fries. Collins Common Grill provides very good value formoney.,pos
Everything is great here except it is in the West of Singapore! Can we have a branch in the East?,pos
Great food and ambience of the place. Faster serving of food if you go during lunch time. Dinner is too packed but will still go back again. Love the tasty food there!,pos
"Food served looks good but taste okok. The savory items a bit hard n dry. The sweet items ok too. Like it that they put in almond nuts, cranberry and blueberries as decor.

Service staff are attentive n friendly. Still enjoyed my tea time there.",neutral
Comfort food!,pos
"Came here to celebrate a friend’s birthday over lunch. First patronise the restaurant before COVID and had a lovely time with great food. This time, the dishes were underwhelming. Broccolini that wss served looks lifeless, topped with shredded mozzarella. Waiter asked us to move to another table at 230pm to make way for high tea patrons but the said table wasn’t occupied until we left at close to 6pm.",neg
"Food is great and service can be improved.  Servers work flows  can be better improved.  Would appreciate for cutlery and drinks to serve almost immediately.  It’s basic hospitality.  Do serve main courses together.  My friends were halfway through their meals while I’m still waiting for mine.  Servers are lacking in basic hospitality etiquette.  Saw another table had to wait about 15 mins for their orders to be taken, despite server’s acknowledgement .  This type of service is not appreciated.",neutral
"visited Malayan Settlement for dinner and was really impressed by both the service and the food. The staff were attentive and made excellent recommendations, which made the evening even more enjoyable",pos
Arrived hit and crispy and well cooked,pos
Appetizers are good here. Nice quiet restaurant with good ambience. Will not go wrong getting the pastas here. Good variety on the menu. Will definitely return again soon.,pos
"I have been to this Resturant a few times . I like the food, it's delicious so that's the reason for my repeat visits

However, I'm not too happy with the service, this round.
First, the food that's not in the menu is usually more pricey, that is a known fact for this Resturant 
The staff will try to push for it. Usual experience 

They tried to clear the plates so quickly that a couple of times  when there's still food on my friends' plate, the staff asked if they could clear it. This is very impolite. 

After they come around to check if we would need any more food as it was time for their last order, we mentioned that we didn't need any other order. Then one of the staffs stood very near our table for quite a while

My guests felt uncomfortable - almost like a body language to tell us to leave 
We were not there for a long time, we booked a 8.15pm slots, barely there for an hour, what's the hurry?",neutral
Great food great service,pos
Simply tasty !,pos
Staffs very friendly and nice food!,pos
"Mediocre food and kunafa came cold despite waiting close to 30mins. Service was also quite bad as the waiters are very blur. The only thing nice is the ambience as it feels quite ""authentic"" but otherwise, not worth the money. Won't be back.",neg
"I ordered seafood pasta, they delivered seafood pizza.",neutral
I hope they bring back Chicken Parmagiana to their One Fullerton outlet again. Its delicious and a wholesome comfort food.,pos
"The overnight braised beef short ribs, cheesy risotto is good.
The falefel is disappointing as flat bread was not fluffy and baba ghanoush do.",pos
they read order notes n follow... the food is great. thanks,pos
The pizza used to seem fresher.,neutral
One of my favourite restaurants. We wanted something different for our pasta and they made something that was not on the menu. Love the service and food. Best to go earlier or later as it tends to get really noisy during peak.,pos
My favourite place for roast beef 😌,pos
The potato was raw - I prefer it cooked.,pos
Good service. Nothing bad about the food but not the best pork chops I've had.,neutral
Great music band and servcies,pos
"As usual, good food, good wine and good recommendation on choices of dishes!",pos
Solid food and lunch provided good value.,pos
"We have dined at a lot of hard rock venues and your prices are excessive, food average and dirty restrooms",neg
"I have been a repeat customer and today , a special day, a birthday youscrewed up my order!!  I ordered food worth $100 and food camemessed up and wrong!! Looks like you’ve lost me!",neg
"Absolutely love this place! The food is incredible, service is impeccable, the staff are friendly and attentive. Had the prime rib which was carved and served at the table side, and the done ness of the beef was served exactly as ordered. The classic spinning bowl salad was a simple yet elegant performance to watch, and it was delicious and fresh! Celebrated my dear's birthday and they surprised us with a free slice of cake and took a photo for remembrance! Overall a truly unforgettable experience!",pos
Worth it! Big servings and tasty too!,pos
"The food was authentic, fresh, yummy and served piping hot! What more can we ask for? 

We ordered the fried porcini mushrooms, and it was the best appetizer we had eaten! So flavourful and honestly good. The accompanied chilli sauce was spicy (which we like) & the mayo sauce was self-made and fresh (none of the bottled nonsense)!",pos
Good as always!,pos
Very nice service.  Food is fresh and delicious.,pos
"Very good service! Food is good, wine is good too. Definitely will visit to here again!",pos
"I love their pasta, brewed beef steak and the good service provided. Surely will bring my family and friends back to this café very soon",pos
Very welcoming and helpful staff especially Mr Hakim.,pos
"Standard of cooking has deteriorated, especially the pork ribs.",pos
"Overrated and outdated restaurant.
Facilities are old and poorly maintained.
Services are slow and without passion. I saw waitresses singing birthday song to a few tables without even looking at the guests. Simply going thru motion.
The ""famous"" steak is really average... the pics speak for itself.
Not sure what Lawry's represents... there is nothing excellent here.",neg
The pizzas were barely cooked,neg
A nice restaurant and we enjoyed our dinner here every time.,pos
Too bright.,neutral
Great food and wonderful staff. Food was amazing and well-priced. Good for family dinners or a date. Lamb ragout was a standout. burrata was delicious as well. Loved the house pinot grigot!,pos
Restaurant didn't serve the Christmas dinner..was disappointed,neg
Nice food n service was good. Will go back again!,pos
Manager Shiva was excellent. I did not finish my chicken dish due to a lack of seasoning and he was generous to not charge for the dish. Was very apologetic and also provided an additional discount from the bill. Staff were also very friendly and went out of their way to make us feel at home.,pos
The Burger bread was so dry. It doesn’t seem fresh.,neg
"Service is good and ambience is nice. Ordered the classic wagyu burger, rosti and nachos chips and they were extremely salty, especially the rosti. Left the rosti almost untouched.",neg
Great service and awesome food! We had a great time,pos
Awesome food!,pos
loved the combo promo. thank you,pos
It's our second visit. Food were still good and services staff were helpful and friendly. We were even advised by the service staffs that we have over ordered. Will not hesitate to visit again.,pos
The service staff were friendly and helpful.,pos
"Staff is great and attentive. 
Portion of food is a bit too much for ladies.",pos
Lobster is quite norm.,neutral
"Loved it!  My first time there and was really impressed with the food, service.  Though the aircon was a bit hot.",pos
Poor service with no one attending to reservations or queue. Had two other groups cutting queue and getting a table first without being in the line and waiters could not even explain why. Food was mere average with most patrons only there to drink. Would not recommend.,neg
Tried the LA outlet last Oct and now experienced the Singapore outlet. Good quality is same good. Love the signature roasted cut USDA prime rib beef. The signature salad is good and so does the truffle fries. Will sure come back again for celebrations.,pos
"First time there.Maybe this was not the right date, a Christmas eve dinner.While the environment was nice, all tables taken and all waiters and waitress were very busy. We went for the famous beef set menu. Knowing that the menu is fixed I would expect the food to be brought more smoothly. We waited quite a long time just on bread and butter. More than an hour after , we were on the 3rd appetiser...when the main plate came in , I was a kind of disappointed as I expected the usual thick roasted beef I see on their pictures.Two thin layers of roasted beef and one of turkey , my disappointment grew when the meat was served just warm... Dessert was not special too, as we saw other tables leaving it unfinished.  Maybe during weekdays , not that crowded, you can have a better meal as reported in other comments but to me I was very disappointed considering a menu of $189 per person.",neg
"Luckily we booked .queue forms
At 620’on Friday night.staff added a chair as I booked for wrong no.of ppl. Gd service though it was crowded",neutral
"Excellent Food , poor insulation ! Very noisy ! Nice ambience",pos
Great way to spend Mother's Day over a 4 course meal with the family.,pos
The desserts are really good but the other meal is not the Brussels sprouts was too tough the main dish is small and the taste is so so.,neutral
"Service was ok but food was a bit of a letdown especially since we've heard plenty of great things about the place from friends. food was either oily or bland, from the pasta to the batter that the seafood was fried in.",neutral
Chicken chop and the pork chop was good. However the carbonaratasted sour.,neg
The restaurant serves good authentic Italian food. I love the desserts. The place is cosy and quiet. I will definitely come back again with family and friends.,pos
"As always - very good food service, ambience",pos
"From quality of food to ambience & especially every one of the service staff very attentive & good, will rate as best buffet restaurant that is really hard to come by.",pos
Highly recommend to celebrate birthday dinner here. Steak is nice and staffs are very friendly. It was a good experience.,pos
Best buffet ever!,pos
"Favourite restaurant ever! Everything is good, including the starters and pastas. My favourites are: Tomato Bruschetta, Porchetta, Lasagna and the must order - the Tiramisu!",pos
"Food is nice, service is good. Variety choices for food. Always is my option when come to special celebration. Price abit higher but definitely will come again.",pos
Visited this place for lunch since there was an American Express promotion (50% off) going on. The decor and uniform is dated and delightfully tacky but service is good and at times entertaining even! The food had hits and misses. …,pos
The pasta that I had was too salty for me but I ate half of it anyway. The restaurant offered to change but I was already too full to have another plate.,pos
Food is good esp the starters but a tad salty for us. Price is relatively cheap compared to other authentic Italian restaurants. But the location is a tad too far. So will not purposely go there  again,pos
Nice of the staff to prepare a slice of cake for my friend’s birthday. Thank you.,neutral
"Please do better for the sides. It was very disappointing in terms of quality for the price we paid. The bread appetizer also can be improved. I am an importer of quality baked goods, I can definitely introduce to your team better options.",neg
the food here never disappoints! we have been coming here on and off for the past few years and it has always been delicious.,pos
"This is my first time eating at Lawry's, I had pork ribs & my wife had the signature beef. The food was delicious and service was excellent! Especially, one of the server Raymond who interacted with us. Thank you for excellent service! I'll definitely be back !",pos
"Nice ambience. Food looked pretty but tasted average. It came up to $45 per pax for 1.5drinks during hh, a main each n sharing bar bite n dessert - after use of chope exclusive vouchers.",neg
"Nice food & place, friendly staff",pos
"the teachers/supervisors/trainers are guiding and training the students well.  The students  have good attitudes,  greet customers with smiles (though cover by mask, can feel it) and putting in effort to serve.  Great job!",neutral
"Enjoyed myself with the daddy celebrating at your fathers’ day dinner . Food was good and the dessert buffet was such a special part of the experience . Enjoyed the food and good service . Thank u for a great experience . 
PS you sent the feedback email 8 times last night . Pls chk your IT system doing this mailing . Best rgds",pos
Staff need to be more attentive. Prime rib was quite mediocre especially for the price. Yorkshire pudding was too soggy even before touching gravy.,neg
"Walked out after 20 minutes, in which time we weren’t even offered a glass of water. When we asked about service the attitude of the lady was the reason we left. Doubt we’ll be back after this.",neg
Ok,neg
"Food was not bad, just not sure why they restricted our dining duration when there was no queue outside. The waitress told us we need to clear our table for the other guests that were queuing, we told her we actually wanted to order dessert. My friend had to rush to finish her food. But after we paid and leave, we didn't see anyone queuing.",neg
"Excellent dinner and service. Thank you Tuti, you were the best with attentive and polite service and small conversation when asking about the meal. Good selection of whiskey here too. Love the prime rib. If looking for a relaxing and elegant time and meal this is a must visit.",pos
Good spread. Some dishes were a tad bit salty but staff was responsive and quick,pos
The food was food and service was friendly. Great atmosphere all round.,pos
"Good service, quality food.  Except pork chop was a little tough & dried.",pos
"really enjoyed the wagyu beef cheek risotto and grilled octopus! the beef cheek and octopus were both tender and delicious, the beef cheek had the ""melt in your mouth"" feeling, leaving me shocked and satisfied about the whole dining experience.",neutral
"fast delivery thank you rider👍🙏 received food still hot, happy withthe  Big fish, fries but small piece of chicken not much flesh.tastyfish&chick👍thank you chef🙋",pos
Meats always cooked to perfection!! Flavourful.,pos
Food is great!,neutral
"Great service and great food. Their steak is the best, juicy and tender. The restaurant has been in Singapore quite some time now and it still taste awesome",pos
I LOVE POPEYES,pos
"Pizza dough was salty, usually much better.",neg
Keep up the consistently good food and service! Thank you!!,pos
Nice ambience. Food is excellent. Will visit again.,pos
"Staff were exceptionally courteous & welcoming. It was a little difficult navigating through the dining areas to the food stations. Overall, we enjoyed a most pleasant lunch!",neutral
"Great service, good was quite ok but atmosphere could be better.  Walkway leading to the restaurant is not very nice & restroom very far away.",pos
Very good and on time authentic food,pos
A bit warm outside… would be great to have the upstairs converted to customer seating areas too.,neutral
Excellent service! Food recommended was good too.,pos
Nice food. Disappointing that our mains came out at different times. There were 4 of us and from the first meal was delivered to the last meal was more than 10 minutes. Some of us had almost finished eating by the time the last person in our party received their main meal,neg
The service is awesome!,pos
The weekly special was fantastic. Io Italian osteria never disappoint me.,pos
"Ordered garlic mushrooms, pork knuckle and seafood pizza. The only dish likeable is the garlic mushrooms. Pork knuckle meat was dry and tasted like re-heated meat. Only the skin is crispy so it was nice. Pizza dough texture felt more like biscuits as it was overcooked.",neg
"Beef is hard to chew and upon feedback to staff, no action taken. It’s like that according to the waiter.",neg
recommended place to go to celebrate special occasions with your loved ones! super friendly staff too~,pos
service was really good! Very patient waiter and able to allow us to use the voucher even after we ordered. We spent almost 3 hours at the restaurant. Will visit again.,pos
Host was not very friendly. But the wait staff are good. Delicious food!,pos
Amazing food and equally welcoming service staff!!,pos
"Had our new year's eve dinner here. Calamari, fish & chips, nutty salad excellent. I love their waffles too ! Service was also excellent.",pos
Nice place with nice food but a bit noisy especially on Eve and PH,pos
Service is impeccable. But steak can be better.,neg
Great and courteous service rendered by  staff of this cozy restaurant!,pos
Good beef,pos
Good food and service was good,pos
Io osteria has Amazing food and fast service will recommend it.,pos
"Awesome food, loved the Schiacciata and draft beer! Tried the classic pastas as well - bolognese and vongole and they were not bad as well. The special truffle cheese pasta was delicious too!",pos
Was good do add more sauce it was really dry ! But other wiseeverything was cooked nicely,pos
The chicken tasted like it turned bad.,neg
Had an amazing birthday celebration for my husband at this restaurant. We enjoyed great service from the restaurant right from the moment we entered - the lady at the counter noticed that I was pregnant and immediately asked if I needed …,pos
Too much salt used in pizza and salad portion wasn't very generous.Garlic bread very tasty,pos
Great service by staff.. should also highlight that owners bringing Pets have a separate queue from outside the mall..,pos
"Nice roast, excellent service",pos
Super nice rider who went back to outlet to collect missing item,pos
"The food is not as good as previously. 
the portion of the food reduced a lots and become very small. 
Many dishes have not available. 
Unlikely will revisit.",neg
Overall good experience. You can see that there is real effort being put in here to make you feel good as a guest. Kudos for efforts!,pos
"Lawry's is the epitome of old school.  From the colossal table-side serving carts to the waitress' uniforms, there is nothing at all modern about the experience.  Luckily for Lawry's , they pull it off where others don't.  How?  The decor, while dated, is clean and presentable.  The waitresses look like they belong in a 1950s TV show, but the service is friendly and impeccable.  So this is a case where old school is retro and kind of fun.  The food is decent, not as spectacular as the prices suggest they should be, but decent.  The spinning salad is a trademark and is excellent.  The Yorkshire puddings were just barely average... they definitely needed seasoning. If you are looking for a slab of beef in a throwback setting, and money is not a problem, this is the place for you.",pos
"Food is expensive for what it is, but service is great!",neutral
"The beverage & food standards had dropped
Kind of disappointing",neg
Good service from the service staff that left a great impression. Thanks!,pos
chicken was very tough.  sauce tasted like it was straight out of a bottle.not red wine sauce at all.,neg
"To be honest, the food was too normal! mushrooms were soaked with oil and beef sandwich was really hard to bite and chew… I m quite disappointed at this price level. Do not recommend",neg
"We ordered 2 set lunches with appetisers. The food was great and came with amuse bouche that came along with the set meals, which was delightful. Personally, I would have preferred balsamic vinegar in the olive oil dip for the sourdough bread rather than the b.v glaze (which was sweeter than tart). Overall, the food was good and I would go back again.",neutral
Love it. The meat is so juicy and delicious. Spinning salad is a legend. Must visit,pos
one of my favourite italian places!! they do such a good pork belly and their pizza never disappoints,pos
Fabulous and intimate. Lovely ambience and delightful service. Perfect for small group get-togethers.,pos
I feel that this restaurant standard has been dropping as compared to the very first time I went. Unsure the chef change or what but slightly disappointed,pos
Reservation was not checked properly by the staff and we were nearly made to sit with strangers at the same table.,neg
We celebrated December birthday and had our Christmas gift exchange there. It was very kind of them for giving us 2 free cakes.,pos
"for our meal. Meanwhile, the 3rd and 4th groups of customers, who arrived at least 10 minutes after us, were served at the same time as us. I’m wondering if it had anything to do with us redeeming a Fave voucher.",neutral
"It was a long wait for our T-bone age US steak (about 45mins) and when it arrived, the doneness was done incorrectly. The grill chilli corn was oily and only lukewarm at its best. It was almost room temperature. Service was the only saving grace of the night.",neg
"Not recommended!
Poor food for big money.",neg
"It used to be one of my fav Italian place since I stay around the area. However, it seemed that their service and food quality has dropped significantly since COVID. The pistachio tiramisu that I used to love is also no longer distinct in taste. It’s quite disappointing. Probably wouldn’t go back again.",neg
"i had an amazing dining experience at wildhoney ! From the moment we walked in, the staff (Mr Danish D)was incredibly welcoming and attentive. They went above and beyond to ensure we were comfortable and had everything we needed. Our server was knowledgeable about the menu and made excellent recommendations.",pos
I never got my drink :(,pos
"Please look into your cashier system.
I was charged in full for 2 burgers which I already paid when I purchased the 1 for 1 voucher for steak burger.
The overcharge was for $70+.
Your staff told me though I had bought the shopper voucher, I still had to pay the related service charges & GST.
But your system charged me the full amount ($29.95 x 2 + 10% service charge + GST)
It is simply ridiculous. Luckily I felt something was wrong n went through the bill item by item.
But wasted at least 30 min haggling about it at the counter which was a horrible experience.",neg
"Except a grain of rice was stuck on the new fork-it means dirty-and a male staff changed it without any apology, I had a good time there.",neutral
Steak was nothing to shout about. I do appreciate the showy concept of making the Caesar salad and the chef wearing medals(?) walking around to cut the steak.,neutral
Good food but on the pricier side.,pos
"Horrendous Horrendous Horrendous!!! Service  lack professionalism and hospitality. With the ambiance and food quality at high standards, lawrys should definitely get well trained waiters.",pos
The chicken was delicious 👍,pos
We always organised our family’s meals at this nice and cozy restaurant regularly!,pos
"Overall excellent experience; pleasant atmosphere, good food & service, but the beef burger patty was a bit too tough for my liking",neutral
Best beef steak Gave 5 stars with happy birthday photo with frame. Very nice! Thank you. Will go eat again! 👍,pos
We celebrated our friend’s birthday - our thanks to the team!,pos
"Me and my husband organised our ROM here on 13/12/2020. We booked a private room for our solemnisation and lunch reception. We like the ambience and the food so much. The staffs at Lawrys are very nice too. All the decorations, table centrepiece were done nicely by Lawrys team. When we reached the place, we were so surprised with the nice work from the team. We did nothing on the decoration but the staffs help us on everything.
Thank you Lawrys for your hard work. 😀",pos
We had a delicious lunch and we love the ambience.  IO never fails to deliver good food.  One of the best italian restaurant in Singapore.,pos
"We went the Lawry Singapore on 20 July 10pm. The restaurant will close at 11:15pm, but we still can feel a very warm welcoming. The food and service are so good. Thank you Mr Shivakamar for taking a good care of us. He made my friend’s birthday became more special.",pos
Great food and service.,pos
"Authentic, unpretentious homey italian fare. Fresh ingredients & wonderful fresh bakes. A tad crowded & tables are always packed in to maximise seating. Can be a tad noisy during peak hours.",pos
"Like the ambiance 
The salad is very well presented 
A few different types of dressings was given",pos
ordered numerous times from them. delivery time isn't always punctualbut still acceptable. food is great!,pos
"Great service.
Food was serve swiftly.
Prime Rib and sides presented to perfection.
Sundae was okay.",pos
Lack of atmosphere each time guests plonk themselves unapologetically in front of table to take pics. There should not be a table there in the first place !,pos
Food is mediocre for the price 😕,neg
We waited for almost an hour for the food and each time we asked them they said the food is coming but it didn't come until one hour later. Will bot return to this place for sure.,neg
Thank you to the staff! The front of house was attentive and friendly. Recommended dishes were great! Food was excellent :),pos
We ordered the food at 18:30 and it says delivery time to be at 19:55.The pizza came at 21:20 after our urging at 20:40. Pizza came burntand crushed on sides. It is the last time we ordered from this place.,neg
"The service here (in comparison to my limited fine dining experiences and international cruises) is exceptional. The chefs and servers are prepared and happy for your mobile to""eat"" first complete with smiles. There should be no doubt on the food quality here, but this level of service just makes the food taste better! Be doubly prepared to come here starving for the food portion here is substantial.",pos
Great time there. High tea is very valuable for the price. Not too bad.,neutral
"Awesome! Everything, from the service to the food to the ambience, were fantastic! We were celebrating a special occasion and the staff took the trouble to remember and wished us when we came in. Highly recommended!",pos
Hearty fare.  Every dish we had was tasty ! Service was also fun and light hearted.  Found some pastas to be a bit heavy - best you clarify if the pasta type is not familiar.,pos
"Let your inner carnivore out! I had the Lawry's Cut medium rare while the lady had the Californian. As u can see it was massive! Served with their special sauce and horseradishes, its a wet-juicy-tasty event! Woohoo! Meat was tender and fresh, leaning a little to the salty side. Different experience from the chargrilled steaks. Also had the foie gras which had a good raisin kinda sauce. AMEX love dining has a great discount here but only applies to the alacarte menu for food...wine is not included which made me cry at the table for a while. More worth it to buy a bottle than per glass FYI.",pos
"Lasagna was a bit too flavourful for my likings. Ceasar salad was valuebuy, big portion . Calamari was a bit charred.",pos
Delivery and Food is good.,pos
Generally is nice but I dun think is worth the value for the cuts.,pos
"Great view, nice food and drinks, lovely service from every staff, especially the one who gave us a band-aid because my friend cut her finger with her phone cover, and also the Filipina staff.  Thank you!",pos
"It is a high-class environment, evoking an upscale atmosphere. While the setting exuded elegance, there's room for improvement in the service department. We did find ourselves waiting a considerable amount of time to place our order.

The restaurant offers a unique amenity: photo-taking services with free prints. However, we encountered a slight hiccup when our photo wasn't promptly printed. A bit of a delay ensued before we finally received our printed photo.

Opting for the anniversary 4-course meal set, which comprised a starter, appetizer, main, dessert, and beverage, we were treated to a mix of flavors. The standout was undoubtedly the signature prime rib, a delectable dish that is an absolute must-try. On the other hand, the braised beef rib fell slightly short of expectations, with the sauce impressing more than the somewhat dry meat.

We indulged in the chocolate cake and strawberry trifle for dessert. While the chocolate cake delighted our taste buds, the strawberry flavor of the trifle didn't quite resonate with our preferences.

Adding to the thoughtful experience, complimentary drinking water was a nice touch, as was the complimentary cake for those celebrating birthdays.",pos
It was a great dinner with great food and ambience.,pos
"Burgers are Ok, fries is also Ok but my order is missing coke :(",neutral
We had tea time snacks. But was surprised the cookie we ordered was really small. Croissant was ok. But the Apple Crostata was good.,neutral
"Food was great! We were also well served by the warm and friendly waiters at a good pace. They took the initiative to recommend desserts, starters etc. We had a nice complimentary cake received for our kids too. Thank you for the great dinner!",pos
"Great customer service from Mr Shiva and Lisa, that made up for the disappointing wagyu striploin we had this visit. I ordered a medium cut, but it came very well done and there seems to be an exceptional issue with this batch of beef. Mr Shiva replaced with the classic prime ribs which tasted great as usual. The Lawry’s team ensured that our dining experience was not affected. We had a great time and will definitely come back again!",pos
"Lovely atmosphere, delicious food, generous portions, friendly staff!",pos
Service was prompt and ambience was fantastic. Was deeply impressed with the attentiveness of the wait staff when they saw that steak was dry and suggested to get more sauce. The wine recommendation also paired well with what we ordered! Thank you Tati for serving us!,pos
"Mushroom soup tasted weird, could improve on the recipe. The rest of the food we ordered were good.",pos
Awesome,pos
iO Italien Osteria serves nice food and reservations is recommended as there is always a queue.,pos
"Ordered the signature Lawry's cut prime rib as well as a filet mignon. Both tasted good, although a little overdone as we ordered medium. Great atmosphere and service.",pos
"Had the Miso Cod Fish ($68++) and The California Cut 160grams ($79++) with the Idaho Baked Potato ($15++).

The steak was really tender and juicy and comes with the Yorkshire Pudding and crispy salad! The 160grams portion was just right.

Miso Cod was sweet and fresh!

Made reservations through Chope and received SMS confirmation from their staff.

As we celebrated my husband's birthday, we were presented a complimentary slice of chocolate cake with two of their waitresses singing the birthday song. They took a photo for us and presented a copy to us at the end of our meal!

Cosy ambience with great service!

50% off the mains when we paid with Amex Platinum card!",pos
"Great food.  For vegetarians, the truffle pasta was recommended (not in menu). It was incredibly tasty. My only gripe is that it cost $32, which is significantly more than the most expensive pasta on menu. Had a bit of a shock when we were paying as they did not inform us of the cost beforehand.",pos
"All the staff that night were really kind, patient, and understanding as we had a surprise birthday celebration at the restaurant. Facilities were kid-friendly as well! Thank you for the great experience.",pos
"Great food, good service. Will go again. The food quality is very authentic to back home in Italy. The wine from Sardinia is really advisable.",pos
"Firstly, I did not like that my seat was in the corner when I had requested a water view during reservations I had made one month ago. I also noticed being in the corner meant that it was harder for us to get attention from wait staff eg. Water refill. Food wise,, the steak wasn’t cooked properly Medium Rare but my son was too hungry and we didn’t want to wait.",neg
Chill relaxing place to have a few drinks and pretty yummy food 👍🏼👍🏼👍🏼,neutral
